School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon Possession Through Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2012-2013,Kings,New York City Geographic District #13,Brooklyn Academy High School,331300011553,Senior High,New York City,Public,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,Kings,New York City Geographic District #13,"Brooklyn Community High Sch-communication, Arts & Media",331300011412,Senior High,New York City,Public,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2012-2013,Kings,New York City Geographic District #13,Brooklyn High School For Leadership And Community,331300011616,Senior High,New York City,Public,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
2012-2013,Kings,New York City Geographic District #13,Brooklyn International High School At Waters Edge,331300011439,Senior High,New York City,Public,346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2012-2013,Kings,New York City Geographic District #13,Brooklyn Technical High School,331300011430,Senior High,New York City,Public,5436,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,11,0,3,0,0,0,1,0,2,1,0,0,0,0,1,8,2,3
2012-2013,Kings,New York City Geographic District #13,"City Polytechnic High School Of Engineering, Architecture And Technology",331300011674,Senior High,New York City,Public,426,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,0,0,32,0,15,0,0,0,3,0,2,0,1,0,0,1,1,2,1,36
2012-2013,Kings,New York City Geographic District #13,Dr Susan S Mckinney Secondary School Of The Arts,331300010265,Junior-Senior High,New York City,Public,505,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,9,1,5,0,0,0,2,0,2,0,0,0,0,0,0,1,0,10
2012-2013,Kings,New York City Geographic District #13,Fort Green Preparatory Academy,331300010691,Junior High,New York City,Public,260,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,27,1,11,0,0,0,3,0,1,0,0,0,0,0,4,1,0,28
2012-2013,Kings,New York City Geographic District #13,George Westinghouse Career & Technical Ed High School,331300011605,Senior High,New York City,Public,801,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,28,0,6,0,0,0,1,0,2,0,0,0,0,4,2,0,0,29
2012-2013,Kings,New York City Geographic District #13,Ms 113 Ronald Edmonds Learning Center,331300010113,Middle,New York City,Public,814,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,15,3,8,0,0,0,1,0,3,0,0,0,0,0,4,3,0,2
2012-2013,Kings,New York City Geographic District #13,Ms 266 Park Place Community Middle School,331300010266,Middle,New York City,Public,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,24,2,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10
2012-2013,Kings,New York City Geographic District #13,Ms 596 Peace Academy,331300010596,Middle,New York City,Public,119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,7,1,10,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2
2012-2013,Kings,New York City Geographic District #13,Ps 11 Purvis J Behan,331300010011,Elementary,New York City,Public,712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 133 William A Butler,331300010133,Elementary,New York City,Public,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 20 Clinton Hill,331300010020,Elementary,New York City,Public,329,0,0,0,0,0,0,1,0,0,2,0,0,0,1,5,0,1,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 256 Benjamin Banneker,331300010256,Elementary,New York City,Public,395,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 270 Johann Dekalb,331300010270,Elementary,New York City,Public,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 282 Park Slope,331300010282,Elementary,New York City,Public,1010,0,0,0,0,0,7,0,0,0,1,1,0,0,1,6,0,1,1,17,1,1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,7
2012-2013,Kings,New York City Geographic District #13,Ps 287 Bailey K Ashford,331300010287,Elementary,New York City,Public,208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Kings,New York City Geographic District #13,Ps 3 The Bedford Village,331300010003,Elementary,New York City,Public,570,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,4,0,11,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
2012-2013,Kings,New York City Geographic District #13,Ps 305 Dr Peter Ray,331300010305,Elementary,New York City,Public,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
2012-2013,Kings,New York City Geographic District #13,Ps 307 Daniel Hale Williams,331300010307,Elementary,New York City,Public,353,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 44 Marcus Garvey,331300010044,Elementary,New York City,Public,317,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,8,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Kings,New York City Geographic District #13,Ps 46 Edward C Blum,331300010046,Elementary,New York City,Public,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2012-2013,Kings,New York City Geographic District #13,Ps 54 Samuel C Barnes,331300010054,Elementary,New York City,Public,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,21,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Kings,New York City Geographic District #13,Ps 56 Lewis H Latimer,331300010056,Elementary,New York City,Public,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 67 Charles A Dorsey,331300010067,Elementary,New York City,Public,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 8 Robert Fulton,331300010008,Elementary,New York City,Public,712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 9 Teunis G Bergen,331300010009,Elementary,New York City,Public,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #13,Ps 93 William H Prescott,331300010093,Elementary,New York City,Public,375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #13,Satellite East Middle School,331300010301,Middle,New York City,Public,207,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1
2012-2013,Kings,New York City Geographic District #13,Satellite Three,331300010103,Middle,New York City,Public,154,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #13,Satellite West Middle School,331300010313,Middle,New York City,Public,129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,9,0,4,0,0,0,1,0,1,0,0,0,0,1,3,1,0,2
2012-2013,Kings,New York City Geographic District #13,"Science Skills Center High School For Sci, Tech And Creative Arts",331300011419,Senior High,New York City,Public,520,0,0,0,0,0,0,0,2,0,0,1,0,0,2,3,0,2,2,17,4,12,0,0,0,1,0,1,0,0,0,0,2,0,1,0,22
2012-2013,Kings,New York City Geographic District #13,Urban Assembly Academy Of Arts And Letters,331300011492,Middle,New York City,Public,484,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,16,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,7
2012-2013,Kings,New York City Geographic District #13,Urban Assembly Institute Of Math And Science For Young Women,331300011527,Junior-Senior High,New York City,Public,489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,0,0,0,0,0,8,0,2,0,0,0,1,0,0,11
2012-2013,Kings,New York City Geographic District #13,Urban Assembly School For Law And Justice,331300011483,Senior High,New York City,Public,440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,1,2,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0
2012-2013,Kings,New York City Geographic District #13,Urban Assembly School Of Music And Art At Waters Edge (the),331300011350,Senior High,New York City,Public,413,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,16,0,12,0,0,0,2,0,1,0,0,0,0,2,1,0,0,16
2012-2013,Kings,New York City Geographic District #13,Urban Assembly Unison School (the),331300010351,,New York City,Public,78,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,32,2,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19
2012-2013,Kings,New York City Geographic District #14,Automotive High School,331400011610,Senior High,New York City,Public,586,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,38,0,25,0,0,0,1,0,4,0,0,0,0,7,1,14,4,76
2012-2013,Kings,New York City Geographic District #14,Brooklyn Arbor Elementary School,331400010414,,New York City,Public,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #14,Brooklyn Latin School (the),331400011449,Senior High,New York City,Public,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0
2012-2013,Kings,New York City Geographic District #14,Brooklyn Preparatory High School,331400011488,Senior High,New York City,Public,449,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,22,1,8,0,0,0,0,0,2,0,0,0,0,1,0,4,0,22
2012-2013,Kings,New York City Geographic District #14,Conselyea Preparatory School,331400010577,Middle,New York City,Public,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #14,El Puente Academy For Peace And Justice,331400011685,Senior High,New York City,Public,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,1,0,0,0,0,0,0,0,3,1,1,3
2012-2013,Kings,New York City Geographic District #14,Foundations Academy,331400011322,Senior High,New York City,Public,147,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5
2012-2013,Kings,New York City Geographic District #14,Frances Perkins Academy,331400011632,Senior High,New York City,Public,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2012-2013,Kings,New York City Geographic District #14,Green School: An Academy For Environmental Careers,331400011454,Senior High,New York City,Public,353,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,10,2,4,0,0,0,0,0,1,0,0,0,0,1,2,2,0,7
2012-2013,Kings,New York City Geographic District #14,"High School Of Enterprise, Business & Technology",331400011478,Senior High,New York City,Public,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,1,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3
2012-2013,Kings,New York City Geographic District #14,Is 318 Eugeno Maria De Hostos,331400010318,Middle,New York City,Public,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,0,6,0,0,0,2,0,2,0,0,0,0,0,6,0,1,5
2012-2013,Kings,New York City Geographic District #14,Jhs 50 John D Wells ,331400010050,Middle,New York City,Public,339,0,0,0,0,0,3,0,0,0,1,2,0,0,2,2,0,1,0,3,1,7,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2
2012-2013,Kings,New York City Geographic District #14,John Ericsson Middle School 126,331400010126,Middle,New York City,Public,262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Juan Morel Campos Secondary School,331400011071,Junior-Senior High,New York City,Public,806,0,0,0,0,0,2,0,0,0,2,2,0,0,1,6,0,1,1,30,4,12,0,0,0,2,0,1,0,1,0,0,0,1,2,0,41
2012-2013,Kings,New York City Geographic District #14,Lyons Community School,331400011586,Junior-Senior High,New York City,Public,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,5,7,0,0,0,1,0,3,0,1,0,0,1,1,3,1,8
2012-2013,Kings,New York City Geographic District #14,Ms 582,331400010582,Middle,New York City,Public,290,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,1,0,1,1,1,0,0,0,1,0,1,4
2012-2013,Kings,New York City Geographic District #14,Progress High School For Professional Careers,331400011474,Senior High,New York City,Public,1085,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
2012-2013,Kings,New York City Geographic District #14,Ps 110 The Monitor,331400010110,Elementary,New York City,Public,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 120 Carlos Tapia,331400010120,Elementary,New York City,Public,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 132 The Conselyea School,331400010132,Elementary,New York City,Public,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 147 Issac Remsen,331400010147,Elementary,New York City,Public,251,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 157 Benjamin Franklin,331400010157,Elementary,New York City,Public,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 16 Leonard Dunkly,331400010016,Elementary,New York City,Public,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 17 Henry D Woodworth,331400010017,Elementary,New York City,Public,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 18 Edward Bush,331400010018,Elementary,New York City,Public,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 19 Roberto Clemente,331400010019,Elementary,New York City,Public,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2012-2013,Kings,New York City Geographic District #14,Ps 196 Ten Eyck,331400010196,Elementary,New York City,Public,376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 23 Carter G Woodson,331400010023,Elementary,New York City,Public,287,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 250 George H Lindsey,331400010250,Elementary,New York City,Public,752,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 257 John F Hylan,331400010257,Elementary,New York City,Public,639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Kings,New York City Geographic District #14,Ps 297 Abraham Stockton,331400010297,Elementary,New York City,Public,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 31 Samuel F Dupont,331400010031,Elementary,New York City,Public,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 319,331400010319,Elementary,New York City,Public,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 34 Oliver H Perry,331400010034,Elementary,New York City,Public,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,Kings,New York City Geographic District #14,Ps 380 John Wayne Elementary,331400010380,Elementary,New York City,Public,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,Ps 59 William Floyd,331400010059,Elementary,New York City,Public,414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1
2012-2013,Kings,New York City Geographic District #14,Ps 84 Jose De Diego,331400010084,Elementary,New York City,Public,498,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #14,School For Legal Studies,331400011477,Senior High,New York City,Public,664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,42,1,6,0,0,0,2,0,2,0,0,0,0,0,3,0,0,9
2012-2013,Kings,New York City Geographic District #14,Urban Assembly School For The Urban Environment (the),331400011330,Middle,New York City,Public,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
2012-2013,Kings,New York City Geographic District #14,Williamsburg High School For Architecture And Design,331400011558,Senior High,New York City,Public,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,35,1,8,0,0,0,6,0,0,1,0,0,0,3,0,6,1,26
2012-2013,Kings,New York City Geographic District #14,Williamsburg Preparatory School,331400011561,Senior High,New York City,Public,634,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,8,0,5,0,0,0,1,0,0,0,0,0,0,1,2,3,0,15
2012-2013,Kings,New York City Geographic District #14,Young Women's Leadership School Of Brooklyn,331400011614,Middle,New York City,Public,319,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,10,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2012-2013,Kings,New York City Geographic District #15,Brooklyn Frontiers High School,331500011423,,New York City,Public,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,10,0,0,0,1,0,1,0,0,0,0,1,0,2,0,29
2012-2013,Kings,New York City Geographic District #15,Brooklyn High School Of The Arts,331500011656,Senior High,New York City,Public,760,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,19,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,17
2012-2013,Kings,New York City Geographic District #15,Brooklyn School For Global Studies,331500011429,Junior-Senior High,New York City,Public,312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,51,0,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72
2012-2013,Kings,New York City Geographic District #15,Brooklyn Secondary School For Collaborative Studies,331500010448,Junior-Senior High,New York City,Public,677,0,0,0,0,0,4,0,0,0,2,0,0,0,0,9,0,4,3,78,2,97,0,0,0,4,0,7,0,1,0,0,0,5,6,0,157
2012-2013,Kings,New York City Geographic District #15,Cobble Hill School Of American Studies,331500011519,Senior High,New York City,Public,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,7,2,6,0,1
2012-2013,Kings,New York City Geographic District #15,Is 136 Charles O Dewey,331500010136,Middle,New York City,Public,461,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,8,0,2,0,0,0,0,0,0,0,1,0,0,0,5,1,0,6
2012-2013,Kings,New York City Geographic District #15,Jhs 88 Peter Rouget,331500010088,Middle,New York City,Public,1096,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,5,0,3,0,0,0,3,0,0,0,0,0,0,0,2,2,0,6
2012-2013,Kings,New York City Geographic District #15,Khalil Gibran International Academy,331500011592,Middle,New York City,Public,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
2012-2013,Kings,New York City Geographic District #15,"Magnet School Of Math, Science & Design Tech",331500010010,Elementary,New York City,Public,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #15,Math And Science Exploratory School (the),331500010447,Middle,New York City,Public,508,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,4
2012-2013,Kings,New York City Geographic District #15,Metropolitan Corporate Academy High School,331500011530,Senior High,New York City,Public,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2012-2013,Kings,New York City Geographic District #15,Millennium Brooklyn High School,331500011684,,New York City,Public,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2012-2013,Kings,New York City Geographic District #15,Ms 51 William Alexander,331500010051,Middle,New York City,Public,1069,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #15,New Horizons School,331500010442,Middle,New York City,Public,187,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,12,1,11,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8
2012-2013,Kings,New York City Geographic District #15,New Voices School Of Academic And Creative Arts,331500010443,Middle,New York City,Public,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #15,Park Slope Collegiate,331500011464,Junior-Senior High,New York City,Public,376,0,0,0,0,0,0,0,3,0,1,2,0,0,0,1,1,0,0,17,0,5,0,0,0,0,0,1,0,3,0,0,1,0,5,0,49
2012-2013,Kings,New York City Geographic District #15,Ps 1 The Bergen,331500010001,Elementary,New York City,Public,1284,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,2,10,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #15,Ps 107 John W Kimball,331500010107,Elementary,New York City,Public,591,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #15,Ps 124 Silas B Dutcher,331500010124,Elementary,New York City,Public,341,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #15,Ps 130 The Parkside,331500010130,Elementary,New York City,Public,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #15,Ps 131,331500010131,Elementary,New York City,Public,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #15,Ps 146 ,331500010146,Elementary,New York City,Public,645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Kings,New York City Geographic District #15,Ps 15 Patrick F Daly,331500010015,Elementary,New York City,Public,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Kings,New York City Geographic District #15,Ps 169 Sunset Park,331500010169,Elementary,New York City,Public,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
